customer_id,signup_at,email,country,marketing_channel
c_502,2026-02-26 09:11:10,user_502@mockdata.org,CA,Google Ads
c_458,2026-02-26 13:25:33,user_458@mail.com,US,Blog Post
c_723,2026-02-26 16:06:26,user_723@mail.com,DE,Organic Search
c_281,2026-02-26 23:11:34,user_281@mockdata.org,UK,Direct
c_978,2026-02-27 04:41:59,user_978@mail.com,CA,Organic Search
c_713,2026-02-27 08:34:05,user_713@test.com,IT,Organic Search
c_848,2026-02-27 09:19:32,user_848@example.com,CA,Direct
c_428,2026-02-27 10:29:27,user_428@example.com,FR,Blog Post
c_207,2026-02-27 12:36:30,user_207@test.com,UK,Google Ads
c_074,2026-02-27 14:45:31,user_74@test.com,US,Blog Post
c_975,2026-02-27 17:59:14,user_975@test.com,US,Organic Search
c_635,2026-02-27 22:28:20,user_635@mail.com,IT,Blog Post
c_594,2026-02-27 22:36:30,user_594@example.com,UK,LinkedIn
c_574,2026-02-27 23:06:24,user_574@test.com,UK,LinkedIn
c_091,2026-02-28 03:12:21,user_91@example.com,CA,LinkedIn
c_558,2026-02-28 05:07:31,user_558@mail.com,US,LinkedIn
c_652,2026-02-28 05:34:54,user_652@mail.com,CA,Blog Post
c_692,2026-02-28 05:58:59,user_692@example.com,IT,Organic Search
c_379,2026-02-28 12:42:57,user_379@test.com,CA,LinkedIn
c_339,2026-02-28 13:41:57,user_339@mail.com,IT,Organic Search
c_606,2026-02-28 15:10:10,user_606@example.com,UK,LinkedIn
c_208,2026-02-28 16:40:08,user_208@example.com,IT,Blog Post
c_514,2026-03-01 01:19:23,user_514@test.com,CA,LinkedIn
c_316,2026-03-01 02:26:30,user_316@mail.com,US,Organic Search
c_732,2026-03-01 03:48:33,user_732@example.com,DE,LinkedIn
c_482,2026-03-01 12:22:27,user_482@mail.com,FR,Direct
c_560,2026-03-01 17:52:57,user_560@example.com,FR,Direct
c_859,2026-03-02 04:16:14,user_859@example.com,FR,Google Ads
c_404,2026-03-02 06:36:19,user_404@mail.com,DE,Organic Search
c_254,2026-03-02 08:12:02,user_254@example.com,FR,Direct
c_358,2026-03-02 16:07:02,user_358@mockdata.org,US,Blog Post
